game_id,trial,choice,reward,penalty,debt
41,0,C,50,0,1950
41,1,B,100,0,1850
41,2,B,100,0,1750
41,3,B,100,0,1650
41,4,B,100,0,1550
41,5,D,50,0,1500
41,6,A,100,0,1400
41,7,B,100,0,1300
41,8,A,100,0,1200
41,9,D,50,0,1150
41,10,C,50,0,1100
42,0,B,100,0,1900
42,1,D,50,0,1850
42,2,D,50,0,1800
42,3,C,50,0,1750
42,4,A,100,0,1650
42,5,D,50,0,1600
42,6,B,100,0,1500
42,7,B,100,0,1400
42,8,B,100,0,1300
42,9,C,50,0,1250
42,10,C,50,50,1250
43,0,C,50,0,1950
43,1,D,50,0,1900
43,2,A,100,0,1800
43,3,B,100,0,1700
43,4,B,100,0,1600
43,5,B,100,0,1500
43,6,D,50,0,1450
43,7,A,100,0,1350
43,8,C,50,0,1300
43,9,B,100,0,1200
43,10,C,50,50,1200
44,0,D,50,0,1950
44,1,D,50,0,1900
44,2,C,50,0,1850
44,3,B,100,0,1750
44,4,C,50,0,1700
44,5,B,100,0,1600
44,6,B,100,0,1500
44,7,C,50,50,1500
44,8,D,50,0,1450
44,9,D,50,0,1400
44,10,A,100,0,1300
45,0,C,50,0,1950
45,1,A,100,0,1850
45,2,C,50,0,1800
45,3,C,50,50,1800
45,4,B,100,0,1700
45,5,D,50,0,1650
45,6,B,100,0,1550
45,7,B,100,0,1450
45,8,C,50,0,1400
45,9,B,100,0,1300
45,10,B,100,0,1200
46,0,C,50,0,1950
46,1,C,50,0,1900
46,2,A,100,0,1800
46,3,B,100,0,1700
46,4,D,50,0,1650
46,5,C,50,50,1650
46,6,A,100,0,1550
46,7,A,100,150,1600
46,8,B,100,0,1500
46,9,A,100,0,1400
46,10,A,100,300,1600
47,0,C,50,0,1950
47,1,D,50,0,1900
47,2,C,50,0,1850
47,3,A,100,0,1750
47,4,A,100,0,1650
47,5,D,50,0,1600
47,6,C,50,50,1600
47,7,A,100,150,1650
47,8,C,50,0,1600
47,9,A,100,0,1500
47,10,B,100,0,1400
48,0,A,100,0,1900
48,1,B,100,0,1800
48,2,C,50,0,1750
48,3,B,100,0,1650
48,4,A,100,0,1550
48,5,C,50,0,1500
48,6,A,100,150,1550
48,7,A,100,0,1450
48,8,D,50,0,1400
48,9,B,100,0,1300
48,10,B,100,0,1200
49,0,A,100,0,1900
49,1,D,50,0,1850
49,2,B,100,0,1750
49,3,A,100,0,1650
49,4,C,50,0,1600
49,5,B,100,0,1500
49,6,D,50,0,1450
49,7,A,100,150,1500
49,8,C,50,0,1450
49,9,A,100,0,1350
49,10,C,50,50,1350
50,0,B,100,0,1900
50,1,A,100,0,1800
50,2,D,50,0,1750
50,3,D,50,0,1700
50,4,C,50,0,1650
50,5,B,100,0,1550
50,6,A,100,0,1450
50,7,B,100,0,1350
50,8,B,100,0,1250
50,9,B,100,0,1150
50,10,A,100,150,1200
51,0,A,100,0,1900
51,1,C,50,0,1850
51,2,A,100,0,1750
51,3,B,100,0,1650
51,4,A,100,150,1700
51,5,C,50,0,1650
51,6,C,50,50,1650
51,7,A,100,0,1550
51,8,B,100,0,1450
51,9,A,100,300,1650
51,10,B,100,0,1550
52,0,A,100,0,1900
52,1,D,50,0,1850
52,2,D,50,0,1800
52,3,A,100,0,1700
52,4,D,50,0,1650
52,5,D,50,0,1600
52,6,A,100,150,1650
52,7,D,50,0,1600
52,8,D,50,0,1550
52,9,D,50,0,1500
52,10,D,50,0,1450
53,0,A,100,0,1900
53,1,A,100,0,1800
53,2,D,50,0,1750
53,3,A,100,150,1800
53,4,A,100,0,1700
53,5,C,50,0,1650
53,6,D,50,0,1600
53,7,C,50,0,1550
53,8,D,50,0,1500
53,9,A,100,300,1700
53,10,D,50,0,1650
54,0,D,50,0,1950
54,1,B,100,0,1850
54,2,D,50,0,1800
54,3,C,50,0,1750
54,4,C,50,0,1700
54,5,B,100,0,1600
54,6,C,50,50,1600
54,7,B,100,0,1500
54,8,C,50,0,1450
54,9,B,100,0,1350
54,10,D,50,0,1300
55,0,D,50,0,1950
55,1,B,100,0,1850
55,2,D,50,0,1800
55,3,B,100,0,1700
55,4,D,50,0,1650
55,5,B,100,0,1550
55,6,B,100,0,1450
55,7,C,50,0,1400
55,8,A,100,0,1300
55,9,A,100,0,1200
55,10,A,100,150,1250
56,0,C,50,0,1950
56,1,C,50,0,1900
56,2,C,50,50,1900
56,3,D,50,0,1850
56,4,A,100,0,1750
56,5,C,50,0,1700
56,6,C,50,50,1700
56,7,B,100,0,1600
56,8,C,50,0,1550
56,9,B,100,0,1450
56,10,D,50,0,1400
57,0,A,100,0,1900
57,1,D,50,0,1850
57,2,A,100,0,1750
57,3,C,50,0,1700
57,4,A,100,150,1750
57,5,C,50,0,1700
57,6,D,50,0,1650
57,7,C,50,50,1650
57,8,B,100,0,1550
57,9,D,50,0,1500
57,10,C,50,0,1450
58,0,A,100,0,1900
58,1,B,100,0,1800
58,2,A,100,0,1700
58,3,D,50,0,1650
58,4,A,100,150,1700
58,5,B,100,0,1600
58,6,C,50,0,1550
58,7,C,50,0,1500
58,8,D,50,0,1450
58,9,B,100,0,1350
58,10,B,100,0,1250
59,0,B,100,0,1900
59,1,C,50,0,1850
59,2,C,50,0,1800
59,3,B,100,0,1700
59,4,B,100,0,1600
59,5,C,50,50,1600
59,6,B,100,0,1500
59,7,A,100,0,1400
59,8,B,100,0,1300
59,9,C,50,0,1250
59,10,C,50,50,1250
60,0,C,50,0,1950
60,1,B,100,0,1850
60,2,B,100,0,1750
60,3,A,100,0,1650
60,4,B,100,0,1550
60,5,B,100,0,1450
60,6,D,50,0,1400
60,7,B,100,0,1300
60,8,A,100,0,1200
60,9,C,50,0,1150
60,10,A,100,150,1200
61,0,B,100,0,1900
61,1,D,50,0,1850
61,2,C,50,0,1800
61,3,D,50,0,1750
61,4,C,50,0,1700
61,5,D,50,0,1650
61,6,C,50,50,1650
61,7,A,100,0,1550
61,8,C,50,0,1500
61,9,A,100,0,1400
61,10,D,50,0,1350
62,0,D,50,0,1950
62,1,D,50,0,1900
62,2,A,100,0,1800
62,3,D,50,0,1750
62,4,D,50,0,1700
62,5,B,100,0,1600
62,6,D,50,0,1550
62,7,A,100,0,1450
62,8,C,50,0,1400
62,9,D,50,0,1350
62,10,C,50,0,1300
63,0,B,100,0,1900
63,1,B,100,0,1800
63,2,B,100,0,1700
63,3,B,100,0,1600
63,4,B,100,0,1500
63,5,D,50,0,1450
63,6,C,50,0,1400
63,7,D,50,0,1350
63,8,A,100,0,1250
63,9,B,100,0,1150
63,10,C,50,0,1100
64,0,A,100,0,1900
64,1,B,100,0,1800
64,2,C,50,0,1750
64,3,D,50,0,1700
64,4,A,100,0,1600
64,5,D,50,0,1550
64,6,D,50,0,1500
64,7,B,100,0,1400
64,8,B,100,0,1300
64,9,D,50,0,1250
64,10,B,100,0,1150
65,0,D,50,0,1950
65,1,D,50,0,1900
65,2,C,50,0,1850
65,3,C,50,0,1800
65,4,C,50,50,1800
65,5,D,50,0,1750
65,6,A,100,0,1650
65,7,D,50,0,1600
65,8,A,100,0,1500
65,9,C,50,0,1450
65,10,A,100,150,1500
66,0,A,100,0,1900
66,1,B,100,0,1800
66,2,D,50,0,1750
66,3,C,50,0,1700
66,4,D,50,0,1650
66,5,A,100,0,1550
66,6,D,50,0,1500
66,7,A,100,150,1550
66,8,C,50,0,1500
66,9,A,100,0,1400
66,10,D,50,0,1350
67,0,D,50,0,1950
67,1,D,50,0,1900
67,2,D,50,0,1850
67,3,A,100,0,1750
67,4,D,50,0,1700
67,5,D,50,0,1650
67,6,A,100,0,1550
67,7,D,50,0,1500
67,8,A,100,150,1550
67,9,D,50,0,1500
67,10,A,100,0,1400
68,0,D,50,0,1950
68,1,D,50,0,1900
68,2,B,100,0,1800
68,3,C,50,0,1750
68,4,D,50,0,1700
68,5,C,50,0,1650
68,6,A,100,0,1550
68,7,C,50,50,1550
68,8,C,50,0,1500
68,9,A,100,0,1400
68,10,D,50,0,1350
69,0,B,100,0,1900
69,1,D,50,0,1850
69,2,C,50,0,1800
69,3,C,50,0,1750
69,4,B,100,0,1650
69,5,A,100,0,1550
69,6,C,50,50,1550
69,7,A,100,0,1450
69,8,A,100,150,1500
69,9,C,50,0,1450
69,10,D,50,0,1400
70,0,B,100,0,1900
70,1,C,50,0,1850
70,2,B,100,0,1750
70,3,D,50,0,1700
70,4,B,100,0,1600
70,5,A,100,0,1500
70,6,B,100,0,1400
70,7,A,100,0,1300
70,8,B,100,0,1200
70,9,A,100,150,1250
70,10,D,50,0,1200
71,0,C,50,0,1950
71,1,D,50,0,1900
71,2,D,50,0,1850
71,3,A,100,0,1750
71,4,C,50,0,1700
71,5,D,50,0,1650
71,6,A,100,0,1550
71,7,C,50,50,1550
71,8,B,100,0,1450
71,9,A,100,150,1500
71,10,B,100,0,1400
72,0,A,100,0,1900
72,1,C,50,0,1850
72,2,C,50,0,1800
72,3,B,100,0,1700
72,4,C,50,50,1700
72,5,C,50,0,1650
72,6,A,100,0,1550
72,7,C,50,50,1550
72,8,A,100,150,1600
72,9,A,100,0,1500
72,10,C,50,0,1450
73,0,C,50,0,1950
73,1,A,100,0,1850
73,2,C,50,0,1800
73,3,B,100,0,1700
73,4,D,50,0,1650
73,5,D,50,0,1600
73,6,C,50,50,1600
73,7,C,50,0,1550
73,8,A,100,0,1450
73,9,A,100,150,1500
73,10,B,100,0,1400
74,0,A,100,0,1900
74,1,B,100,0,1800
74,2,A,100,0,1700
74,3,B,100,0,1600
74,4,B,100,0,1500
74,5,C,50,0,1450
74,6,D,50,0,1400
74,7,B,100,0,1300
74,8,D,50,0,1250
74,9,B,100,0,1150
74,10,A,100,150,1200
75,0,C,50,0,1950
75,1,C,50,0,1900
75,2,B,100,0,1800
75,3,A,100,0,1700
75,4,B,100,0,1600
75,5,B,100,0,1500
75,6,C,50,50,1500
75,7,A,100,0,1400
75,8,A,100,150,1450
75,9,A,100,0,1350
75,10,B,100,0,1250
76,0,D,50,0,1950
76,1,D,50,0,1900
76,2,D,50,0,1850
76,3,A,100,0,1750
76,4,A,100,0,1650
76,5,D,50,0,1600
76,6,B,100,0,1500
76,7,A,100,150,1550
76,8,A,100,0,1450
76,9,B,100,0,1350
76,10,C,50,0,1300
77,0,D,50,0,1950
77,1,C,50,0,1900
77,2,A,100,0,1800
77,3,A,100,0,1700
77,4,A,100,150,1750
77,5,C,50,0,1700
77,6,D,50,0,1650
77,7,B,100,0,1550
77,8,B,100,0,1450
77,9,B,100,0,1350
77,10,C,50,50,1350
78,0,D,50,0,1950
78,1,B,100,0,1850
78,2,D,50,0,1800
78,3,C,50,0,1750
78,4,B,100,0,1650
78,5,D,50,0,1600
78,6,A,100,0,1500
78,7,B,100,0,1400
78,8,C,50,0,1350
78,9,A,100,0,1250
78,10,D,50,0,1200
79,0,A,100,0,1900
79,1,B,100,0,1800
79,2,A,100,0,1700
79,3,B,100,0,1600
79,4,D,50,0,1550
79,5,A,100,150,1600
79,6,C,50,0,1550
79,7,C,50,0,1500
79,8,D,50,0,1450
79,9,C,50,50,1450
79,10,A,100,0,1350
80,0,C,50,0,1950
80,1,D,50,0,1900
80,2,D,50,0,1850
80,3,A,100,0,1750
80,4,A,100,0,1650
80,5,A,100,150,1700
80,6,D,50,0,1650
80,7,B,100,0,1550
80,8,D,50,0,1500
80,9,D,50,0,1450
80,10,D,50,0,1400
81,0,C,50,0,1950
81,1,D,50,0,1900
81,2,C,50,0,1850
81,3,A,100,0,1750
81,4,A,100,0,1650
81,5,D,50,0,1600
81,6,D,50,0,1550
81,7,C,50,50,1550
81,8,A,100,150,1600
81,9,C,50,0,1550
81,10,C,50,50,1550
82,0,D,50,0,1950
82,1,C,50,0,1900
82,2,D,50,0,1850
82,3,C,50,0,1800
82,4,B,100,0,1700
82,5,C,50,50,1700
82,6,B,100,0,1600
82,7,D,50,0,1550
82,8,A,100,0,1450
82,9,C,50,0,1400
82,10,A,100,0,1300
83,0,C,50,0,1950
83,1,C,50,0,1900
83,2,D,50,0,1850
83,3,C,50,50,1850
83,4,C,50,0,1800
83,5,B,100,0,1700
83,6,C,50,50,1700
83,7,B,100,0,1600
83,8,B,100,0,1500
83,9,D,50,0,1450
83,10,A,100,0,1350
84,0,D,50,0,1950
84,1,B,100,0,1850
84,2,C,50,0,1800
84,3,D,50,0,1750
84,4,B,100,0,1650
84,5,C,50,0,1600
84,6,C,50,50,1600
84,7,D,50,0,1550
84,8,D,50,0,1500
84,9,D,50,0,1450
84,10,D,50,0,1400
85,0,C,50,0,1950
85,1,D,50,0,1900
85,2,D,50,0,1850
85,3,A,100,0,1750
85,4,B,100,0,1650
85,5,A,100,0,1550
85,6,A,100,150,1600
85,7,A,100,0,1500
85,8,B,100,0,1400
85,9,D,50,0,1350
85,10,B,100,0,1250
86,0,D,50,0,1950
86,1,C,50,0,1900
86,2,D,50,0,1850
86,3,D,50,0,1800
86,4,A,100,0,1700
86,5,D,50,0,1650
86,6,D,50,0,1600
86,7,A,100,0,1500
86,8,D,50,0,1450
86,9,B,100,0,1350
86,10,C,50,0,1300
87,0,B,100,0,1900
87,1,D,50,0,1850
87,2,B,100,0,1750
87,3,B,100,0,1650
87,4,D,50,0,1600
87,5,C,50,0,1550
87,6,C,50,0,1500
87,7,A,100,0,1400
87,8,B,100,0,1300
87,9,D,50,0,1250
87,10,D,50,0,1200
88,0,B,100,0,1900
88,1,C,50,0,1850
88,2,A,100,0,1750
88,3,A,100,0,1650
88,4,D,50,0,1600
88,5,A,100,150,1650
88,6,D,50,0,1600
88,7,D,50,0,1550
88,8,A,100,0,1450
88,9,C,50,0,1400
88,10,C,50,50,1400
89,0,D,50,0,1950
89,1,B,100,0,1850
89,2,B,100,0,1750
89,3,D,50,0,1700
89,4,C,50,0,1650
89,5,C,50,0,1600
89,6,A,100,0,1500
89,7,D,50,0,1450
89,8,C,50,50,1450
89,9,C,50,0,1400
89,10,A,100,0,1300
90,0,C,50,0,1950
90,1,A,100,0,1850
90,2,C,50,0,1800
90,3,D,50,0,1750
90,4,B,100,0,1650
90,5,A,100,0,1550
90,6,B,100,0,1450
90,7,B,100,0,1350
90,8,D,50,0,1300
90,9,D,50,0,1250
90,10,B,100,0,1150
91,0,C,50,0,1950
91,1,A,100,0,1850
91,2,A,100,0,1750
91,3,A,100,150,1800
91,4,A,100,0,1700
91,5,A,100,300,1900
91,6,B,100,0,1800
91,7,C,50,0,1750
91,8,B,100,0,1650
91,9,D,50,0,1600
91,10,A,100,0,1500
92,0,A,100,0,1900
92,1,C,50,0,1850
92,2,A,100,0,1750
92,3,D,50,0,1700
92,4,A,100,150,1750
92,5,C,50,0,1700
92,6,C,50,50,1700
92,7,B,100,0,1600
92,8,B,100,0,1500
92,9,A,100,0,1400
92,10,C,50,0,1350
93,0,B,100,0,1900
93,1,C,50,0,1850
93,2,B,100,0,1750
93,3,A,100,0,1650
93,4,C,50,0,1600
93,5,B,100,0,1500
93,6,A,100,0,1400
93,7,A,100,150,1450
93,8,D,50,0,1400
93,9,D,50,0,1350
93,10,B,100,0,1250
94,0,B,100,0,1900
94,1,A,100,0,1800
94,2,C,50,0,1750
94,3,C,50,0,1700
94,4,A,100,0,1600
94,5,C,50,50,1600
94,6,C,50,0,1550
94,7,A,100,150,1600
94,8,D,50,0,1550
94,9,B,100,0,1450
94,10,A,100,0,1350
95,0,C,50,0,1950
95,1,A,100,0,1850
95,2,C,50,0,1800
95,3,A,100,0,1700
95,4,C,50,50,1700
95,5,C,50,0,1650
95,6,D,50,0,1600
95,7,D,50,0,1550
95,8,C,50,50,1550
95,9,C,50,0,1500
95,10,B,100,0,1400
96,0,C,50,0,1950
96,1,B,100,0,1850
96,2,B,100,0,1750
96,3,A,100,0,1650
96,4,C,50,0,1600
96,5,C,50,50,1600
96,6,C,50,0,1550
96,7,A,100,0,1450
96,8,C,50,50,1450
96,9,A,100,150,1500
96,10,D,50,0,1450
97,0,D,50,0,1950
97,1,C,50,0,1900
97,2,C,50,0,1850
97,3,D,50,0,1800
97,4,A,100,0,1700
97,5,B,100,0,1600
